,sent1,sent2,label
292,"A dog next to a tree, which is probably a pine, is dropping a bucket","A dog next to a tree, which is probably a pine, is biting a bucket",NEUTRAL
293,"A dog next to a tree, which is probably a pine, is biting a bucket",A dog in a bucket is biting a tree which is probably a pine,NEUTRAL
294,A dog which is furry and black is in a backyard and is carrying a basket in its mouth.,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,ENTAILMENT
295,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,CONTRADICTION
296,"A dog next to a tree, which is probably a pine, is biting a bucket",There is no dog which is furry and black in a back yard carrying a basket in its mouth.,NEUTRAL
297,A dog in the backyard is carrying black fur in a basket in its mouth.,"A dog next to a tree, which is probably a pine, is biting a bucket",NEUTRAL
298,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,"A dog next to a tree, which is probably a pine, is dropping a bucket",NEUTRAL
299,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,ENTAILMENT
300,Two large persons are sitting on a park bench and they have a bottle of soda between them,Two large persons are standing near a park bench and they have nothing between them,CONTRADICTION
301,Two large park benches have a person sitting and a bottle of soda between them,Two large persons are sitting on a park bench and they have a bottle of soda between them,ENTAILMENT
302,A man and a woman are sitting comfortably on the bench,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,NEUTRAL
303,The man is racing for the lead ,A man is leading the race,NEUTRAL
304,A few men in a competition are running outside,One man is leading the race,NEUTRAL
305,A man is bringing up the rear of the race,A few men in a competition are running outside,NEUTRAL
306,A few men in a competition are running outside,A man is leading the race,NEUTRAL
307,A man with a camera is studying the subject,There is no man with a camera studying the subject,CONTRADICTION
308,A man with a camera is studying the subject,The study subject is a camera man,NEUTRAL
309,The man with the dyed purple hat is operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,ENTAILMENT
310,The man in the purple hat isn't operating a camera that makes videos,The man in the purple hat is operating a camera that makes videos,CONTRADICTION
311,The man with the dyed purple hat is operating a camera that makes videos,A man with a camera is studying the subject,NEUTRAL
312,A man with a camera is studying the subject,The man in the purple hat isn't operating a camera that makes videos,NEUTRAL
313,The man in the purple hat is operating a camera that makes videos,The subject is being studied by a man with a camera,NEUTRAL
314,The man in the purple hat is operating a camera that makes videos,There is no man with a camera studying the subject,NEUTRAL
315,The study subject is a camera man,The man in the purple hat is operating a camera that makes videos,NEUTRAL
316,The man in the purple hat is operating a camera that makes videos,A man with a camera is studying the subject,NEUTRAL
317,The bride and the groom are leaving after the marriage,The bride and the groom are leaving after the wedding,ENTAILMENT
318,The bride and the groom are arriving after the wedding,The bride and the groom are leaving after the wedding,NEUTRAL
319,A married couple is walking up the aisle,A married couple is walking down the aisle,ENTAILMENT
320,The priest is walking down the aisle to marry a couple,The bride and the groom are leaving after the wedding,NEUTRAL
321,The bride and the groom are leaving after the marriage,A married couple is walking down the aisle,NEUTRAL
322,The bride and the groom are arriving after the wedding,A married couple is walking down the aisle,NEUTRAL
323,A married couple is walking down the aisle,The bride is leaving the groom after the wedding,NEUTRAL
324,A married couple is walking down the aisle,The bride and the groom are leaving after the wedding,NEUTRAL
325,The presentation is being watched by a classroom of students,The presentation is being attended by a classroom of students,ENTAILMENT
326,The presentation is being attended by a classroom of students,A classroom is full of students,NEUTRAL
327,The presentation is being watched by a classroom of students,A classroom is empty,NEUTRAL
328,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,NEUTRAL
329,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,NEUTRAL
330,The kid is happily sliding in the snow,The kid is sliding in the snow,ENTAILMENT
331,A snow slide is full of kids,The kid is sliding in the snow,NEUTRAL
332,A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees,The kid is still in the snow,ENTAILMENT
333,The kid is sliding in the snow,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,NEUTRAL
334,A woman and a dog are peacefully sitting on a tree stump,A woman and a dog are sitting on a tree stump,ENTAILMENT
335,"A woman, who is old, is near a dog that has a white coat","A woman, who is old, is near a white dog",ENTAILMENT
336,"A woman, who is old, is far from a white dog",A woman and a dog are sitting on a tree stump,NEUTRAL
337,A man is watering the grass and excitedly playing with a dog,A dog is excitedly playing with water in the grass,NEUTRAL
338,The dog is biting some droplets of water,The dog is snapping at some droplets of water,ENTAILMENT
339,The dog is snapping at some droplets of water,The dog isn't snapping at some droplets of water,CONTRADICTION
340,A dog is excitedly playing with water in the grass,A snap is depicting some water falling in droplets on the dog,NEUTRAL
341,The dog is snapping at some droplets of water,There is no dog excitedly playing with water in the grass,NEUTRAL
342,A man is watering the grass and excitedly playing with a dog,The dog is snapping at some droplets of water,NEUTRAL
343,The dog is snapping at some droplets of water,A dog is excitedly playing with water in the grass,NEUTRAL
344,"Two people are in the snow, wearing clothes that provide camouflage","Some people are in the snow, wearing clothes that provide camouflage",ENTAILMENT
345,Nobody is in the snow wearing clothes that provide camouflage,"Two people are in the snow, wearing clothes that provide camouflage",CONTRADICTION
346,"Some people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,NEUTRAL
347,"Two people are in the snow, wearing clothes that provide camouflage",Two men are walking two dogs with golden coats in the snow,NEUTRAL
348,"Two people are in the snow, wearing clothes that provide camouflage",Two people are walking two dogs with golden coats in the snow,NEUTRAL
349,There is no girl wearing a t-shirt and keeping her mouth open,"A girl from Asia, in front of a brick window, looks surprised",NEUTRAL
350,"A girl from Asia, in front of a window made of bricks, looks surprised",A girl is wearing a t-shirt and has her mouth open.,NEUTRAL
351,"A girl from Asia, in front of a brick window, doesn't look surprised",A girl is wearing a t-shirt and has her mouth open.,NEUTRAL
352,A person in biking gear is standing steadily in front of some mountains ,The mountain gear is steadily placed in front of the standing biker,NEUTRAL
353,There is no person in bike gear standing steadily in front of the mountains,A group of people is equipped with protective gear,NEUTRAL
354,A group of people is equipped with gear used for protection,A person in biking gear is standing steadily in front of some mountains ,NEUTRAL
355,A group of people is equipped with unprotective gear,A person in biking gear is standing steadily in front of some mountains ,NEUTRAL
